ID,Beschreibung,Kategorie ID,Kategorietext,Unterkategorie ID,Unterkategorietext,Ticket Label,Abteilung Label,Produkt Label,Priorität,Status,Angelegt Am,Angelegt Von,Geändert Am,Geändert Von,Auftraggeber,Meldender,Support Team,Bearbeiter,Erste Nachricht,Letzte Nachricht
2000015235,MD 304 reset ,ZSD_SR_S4HANA ,SAP S/4 HANA ,ZSD_SR_S4HANA_MR ,Mandantenrücksetzung ,2. Level ,Basis ,GBI ,4: niedrig ,E0005 Lösungsvorschlag ,2024.04.05	13:36:24,H2702JS1 ,2024.04.16	12:57:27,H2851TT7 ,H2702 Hochschule für Technik Stuttgart ,H2702JS1 Herr Jens Schütte ,0000000046 BAS Basis ,H2851TT7 Herr Thomas Teubner,2024.04.05	13:36:24,2024.04.16	12:57:27
2000015236,Schlechte Systemperformace ,ZSD_SR_GBI ,SAP ERP GBI ,ZSD_SR_GBI_SE ,System Erreichbarkeit ,2. Level ,Basis ,GBI ,1: sehr hoch ,E0008 Quittiert ,2024.04.05	18:37:46,H2961EG1 ,2024.04.17	19:02:39,H2851TT7 ,H2961 Hochschule Coburg ,H2961EG1 Herr Eduard Gerhardt ,0000000046 BAS Basis ,H2851TT7 Herr Thomas Teubner,2024.04.05	18:37:46,2024.04.17	19:02:18
2000015237,Update auf GBI 4.2 ,ZSD_SR_S4HANA ,SAP S/4 HANA ,ZSD_SR_S4HANA_SON ,Sonstiges ,2. Level ,Applikation ,GBI ,3: mittel ,E0002 In Bearbeitung ,2024.04.08	09:26:21,H2851US4 ,2024.04.16	11:26:28,H2851NW2 ,H2952 Hochschule für Angewandte Wissenschaften Hof ,H2952HM1 Frau Heike Markus ,0000040551 APP Applikation ,H2851NW2 Frau Nathalie Wolf,2024.04.08	09:26:20,2024.04.16	11:26:28
2000015238,RE: GB 4.2 ,ZSD_SR_S4HANA ,SAP S/4HANA und DT Curriculum ,ZSD_SR_S4HANA_SON ,Sonstiges ,2. Level ,Applikation ,GBI ,3: mittel ,E0003 Kundenaktion ,2024.04.08	11:21:51,H2851US4 ,2024.04.11	11:42:57,H2851NW2 ,H2741 Hochschule Heilbronn ,H2741SN1 Herr Silvio Nad ,0000040551 APP Applikation ,H2851NW2 Frau Nathalie Wolf,2024.04.08	11:21:50,2024.04.11	11:42:46
2000015239,SAP HANA - HS Heilbronn ,ZSD_SR_KTV ,Verwaltung ,ZSD_SR_VD_VTR ,Vertrag ,2. Level ,Vertrag ,HANA ,3: mittel ,E0005 Lösungsvorschlag ,2024.04.08	11:25:29,H2851US4 ,2024.04.09	15:04:24,H2851CS3 ,H2741 Hochschule Heilbronn ,H2741SN1 Herr Silvio Nad ,0000000048 SEK Verwaltung ,H2851CS3 Frau Christine Starflinger,2024.04.08	11:25:29,2024.04.09	15:04:24
2000015240,Request for clarification ,ZSD_SR_TERP ,TERP10/TS410 ,ZSD_SR_TERP_SON ,Sonstiges ,2. Level ,Applikation ,TS410 ,3: mittel ,E0005 Lösungsvorschlag ,2024.04.08	11:36:23,U2PL001MS1 ,2024.04.24	09:36:28,H2851KH1 ,U2PL001 Poznan University of Economics and Business ,U2PL001MS1 Frau Milena Stróżyna ,0000040551 APP Applikation ,H2851KH1 Frau Kerstin Haug,2024.04.08	11:36:23,2024.04.24	09:34:57
2000015241,GBI S/4HANA System Access Request for NP,ZSD_SR_GBI ,SAP ERP GBI ,ZSD_SR_GBI_SON ,Sonstiges ,2. Level ,Applikation ,GBI ,1: sehr hoch ,E0005 Lösungsvorschlag ,2024.04.09	04:42:49,U2AU002SB1 ,2024.04.18	10:13:47,H2851NW2 ,U2AU002 ACC Melbourne Victoria University Business School ,U2AU002SB1 Herr Scott Bingley ,0000000044 UCC UCC Supportteam ,H2851NW2 Frau Nathalie Wolf,2024.04.09	04:42:49,2024.04.18	07:18:13
2000015242,Teilnahme eines ext. Lehrbeauftragten ,ZSD_SR_TERP ,TERP10/TS410 ,ZSD_SR_TERP_SON ,Sonstiges ,2. Level ,Applikation ,TS410 ,3: mittel ,E0005 Lösungsvorschlag ,2024.04.09	09:33:52,H2505LS1 ,2024.04.24	09:29:29,H2851KH1 ,H2505 Hochschulen Fresenius ,H2505LS1 Herr Lars Schulte ,0000040551 APP Applikation ,H2851KH1 Frau Kerstin Haug,2024.04.09	09:33:52,2024.04.24	09:29:17
2000015243,System extrem langsam ,ZSD_SR_GBI ,SAP ERP GBI ,ZSD_SR_GBI_SE ,System Erreichbarkeit ,2. Level ,Basis ,GBI ,3: mittel ,E0003 Kundenaktion ,2024.04.09	10:39:08,H2891JV2 ,2024.04.10	08:38:54,H2851TT7 ,H2891 Hochschule Neu-Ulm ,H2891JV2 Herr Joerg-Oliver Vogt ,0000000046 BAS Basis ,H2851TT7 Herr Thomas Teubner,2024.04.09	10:39:08,2024.04.10	08:38:54
2000015244,Erlöse werden nicht in COPA übernommen ,ZSD_SR_GBI ,SAP ERP GBI ,ZSD_SR_GBI_SON ,Sonstiges ,2. Level ,Applikation ,GBI ,3: mittel ,E0005 Lösungsvorschlag ,2024.04.09	13:02:57,H2701LS1 ,2024.04.18	12:25:13,H2851NW2 ,H2701 Universität Stuttgart ,H2701LS1 Herr Lukas Schilling ,0000040551 APP Applikation ,H2851NW2 Frau Nathalie Wolf,2024.04.09	13:02:57,2024.04.18	12:25:13
2000015245,S0024303392 ,ZSD_SR_AA ,Allgemeine Anfragen ,ZSD_SR_AA_SU ,S-User ,1. Level , , ,3: mittel ,E0005 Lösungsvorschlag ,2024.04.09	14:14:33,H2801AH1 ,2024.04.09	14:26:39,H2851US4 ,H2801 Hochschule für Angewandte Wissenschaften München ,H2801AH1 Herr A. Tichiroma Hama ,0000000044 UCC UCC Supportteam ,H2851US4 Herr UCC Support,2024.04.09	14:14:33,2024.04.09	14:26:39
2000015246,Bestätigung für Ticket 2000015235 ,ZSD_SR_S4HANA ,SAP S/4HANA und DT Curriculum ,ZSD_SR_S4HANA_MR ,Mandantenrücksetzung ,1. Level , , ,3: mittel ,E0005 Lösungsvorschlag ,2024.04.09	16:22:43,H2702AR1 ,2024.04.09	16:33:55,H2851US4 ,H2702 Hochschule für Technik Stuttgart ,H2702AR1 Herr Alexander Rausch ,0000000044 UCC UCC Supportteam ,H2851US4 Herr UCC Support,2024.04.09	16:22:43,2024.04.09	16:33:55
2000015247,S-User Kennung verlängern ,ZSD_SR_KTV ,Verwaltung ,ZSD_SR_VD_HUD ,H/U-User für Dozenten ,1. Level , , ,3: mittel ,E0005 Lösungsvorschlag ,2024.04.09	16:37:38,H2891JV2 ,2024.04.09	17:08:11,H2851US4 ,H2891 Hochschule Neu-Ulm ,H2891JV2 Herr Joerg-Oliver Vogt ,0000000044 UCC UCC Supportteam ,H2851US4 Herr UCC Support,2024.04.09	16:37:38,2024.04.09	17:08:11
2000015248,S-User ,ZSD_SR_AA ,Allgemeine Anfragen ,ZSD_SR_AA_SU ,S-User ,1. Level , , ,3: mittel ,E0005 Lösungsvorschlag ,2024.04.10	11:40:48,H2561CS2 ,2024.04.10	13:49:13,H2851US4 ,H2561 Hochschule Koblenz ,H2561CS2 Frau Caroline Selsam ,0000000044 UCC UCC Supportteam ,H2851US4 Herr UCC Support,2024.04.10	11:40:48,2024.04.10	13:49:13
2000015249,Sehr schwache Systemgeschwindigkeit ,ZSD_SR_S4SCH ,SAP4school IUS ,ZSD_SR_S4SCH_SE ,System Erreichbarkeit ,2. Level ,Basis ,SAP4School ,1: sehr hoch ,E0005 Lösungsvorschlag ,2024.04.10	13:02:14,H2808HD1 ,2024.04.15	13:41:54,H2851TT7 ,H2808 Staatsinstitut für Schulqualität und Bildungsforschung München - ISB ,H2808HD1 Herr Harald Decker ,0000000046 BAS Basis ,H2851TT7 Herr Thomas Teubner,2024.04.10	13:02:14,2024.04.15	13:41:54
2000015250,Festo webservicesap keine Verb. zu S95 ,ZSD_SR_S4SCH ,sap4school ,ZSD_SR_S4SCH_SE ,System Erreichbarkeit ,2. Level ,Basis ,SAP4School ,3: mittel ,E0002 In Bearbeitung ,2024.04.10	15:52:15,H2872CD1 ,2024.04.17	19:40:29,H2851TT7 ,H2872 Staatliche Berufsschule I Kempten http://www.bs1-kempten.de ,H2872CD1 Herr Claus Dorn ,0000000046 BAS Basis ,H2851TT7 Herr Thomas Teubner,2024.04.10	15:52:15,2024.04.17	19:40:29
2000015251,Performance Probleme - Web GUI ,ZSD_SR_S4SCH ,sap4school ,ZSD_SR_S4SCH_SON ,Sonstiges ,2. Level ,Basis ,SAP4School ,3: mittel ,E0005 Lösungsvorschlag ,2024.04.11	13:12:20,H2851US4 ,2024.04.15	13:42:57,H2851TT7 ,H25011 BK Deutzer Freiheit ,H25011AS1 Herr Alexander Salomon ,0000000046 BAS Basis ,H2851TT7 Herr Thomas Teubner,2024.04.11	13:12:19,2024.04.15	13:42:57
2000015252,Performanceprobleme ,ZSD_SR_S4SCH ,SAP4school IUS ,ZSD_SR_S4SCH_SON ,Sonstiges ,2. Level ,Basis ,SAP4School ,3: mittel ,E0008 Quittiert ,2024.04.11	13:43:50,H25911SW1 ,2024.04.22	16:30:25,H2851TT7 ,H25911 Berufskolleg Berliner Platz des Hochsauerlandkreises ,H25911SW1 Herr Stefan Wilke ,0000000046 BAS Basis ,H2851TT7 Herr Thomas Teubner,2024.04.11	13:43:50,2024.04.19	11:01:01
2000015253,Issues with Case Studies MM and PP ,ZSD_SR_S4HANA ,SAP S/4HANA und DT Curriculum ,ZSD_SR_S4HANA_FP ,GBI/GBS Fallstudienproblem ,2. Level ,Applikation ,GBI ,3: mittel ,E0002 In Bearbeitung ,2024.04.11	15:34:18,H2851US4 ,2024.04.24	15:21:00,U2GB037AM1 ,U2GB037 Royal Holloway University of London ,U2GB037AM1 Frau Asmat Monaghan ,0000040551 APP Applikation ,H2851PL1 Herr Philipp Landler,2024.04.11	15:34:16,2024.04.24	15:21:00
2000015254,Simulator crashed ,ZSD_SR_SIM ,SAP ERPsim ,ZSD_SR_SIM_SE ,System Erreichbarkeit ,2. Level ,Applikation ,ERPsim ,3: mittel ,E0002 In Bearbeitung ,2024.04.11	21:36:46,U2GR013NM2 ,2024.04.25	10:34:24,U2GR013NM2 ,U2GR013 The American College of Greece - ACG DEREE College ,U2GR013NM2 Herr Nikos Mylonopoulos ,0000040551 APP Applikation ,H2851PL1 Herr Philipp Landler,2024.04.11	21:36:46,2024.04.25	10:34:24
2000015255,Create Material Error ,ZSD_SR_GBI ,SAP ERP GBI ,ZSD_SR_GBI_FP ,Fallstudienproblem ,2. Level , , ,3: mittel ,E0005 Lösungsvorschlag ,2024.04.12	00:34:38,U2PT022FE1 ,2024.04.15	14:04:10,H2851NW2 ,U2PT022 Instituto Politécnico de Setúbal ,U2PT022FE1 Herr Francisco Esteves ,0000040551 APP Applikation ,H2851NW2 Frau Nathalie Wolf,2024.04.12	00:34:38,2024.04.15	14:01:32
2000015256,S72 / S30 - Entwicklerrechte ,ZSD_SR_ES ,SAP ERP Entwicklungssystem ,ZSD_SR_ES_SON ,Sonstiges ,2. Level ,Applikation ,Entwicklungssystem bzw. Mandant ,2: hoch ,E0005 Lösungsvorschlag ,2024.04.14	22:39:32,H2831AK1 ,2024.04.15	11:28:22,H2851NW2 ,H2831 Technische Hochschule Rosenheim ,H2831AK1 Herr Andreas Krüger ,0000040551 APP Applikation ,H2851NW2 Frau Nathalie Wolf,2024.04.14	22:39:32,2024.04.15	11:28:22
2000015257,H84 System reset fehler ,ZSD_SR_HANA ,SAP HANA ,ZSD_SR_HANA_SON ,Sonstiges ,2. Level ,Applikation ,HANA ,3: mittel ,E0005 Lösungsvorschlag ,2024.04.15	09:06:53,H2781MF3 ,2024.04.18	17:19:57,H2851FE1 ,H2781 Hochschule Furtwangen ,H2781MF3 Herr Manuel Fehrenbach ,0000040551 APP Applikation ,H2851FE1 Herr Florian Eckhard,2024.04.15	09:06:53,2024.04.18	17:19:22
2000015258,Antwortzeiten nicht akzeptabel S77 FIORI,ZSD_SR_S4HANA ,SAP S/4HANA und DT Curriculum ,ZSD_SR_S4HANA_AA ,S/4HANA unabhängig von GBI ,2. Level ,Basis ,GBI ,3: mittel ,E0003 Kundenaktion ,2024.04.15	10:17:48,H2481JN1 ,2024.04.22	16:28:55,H2851TT7 ,H2481 FH Münster ,H2481JN1 Herr Jürgen Nonhoff ,0000000046 BAS Basis ,H2851TT7 Herr Thomas Teubner,2024.04.15	10:17:48,2024.04.22	16:28:55
2000015259,Deleting ERPSim data ,ZSD_SR_SIM ,SAP ERPsim ,ZSD_SR_SIM_SON ,Sonstiges ,1. Level ,Applikation ,ERPsim ,3: mittel ,E0005 Lösungsvorschlag ,2024.04.15	13:09:06,H2851US4 ,2024.04.15	13:18:45,H2851US4 ,U2GB054 Cardiff Business School - Cardiff University ,U2GB054PW1 Herr Paul Wang ,0000040551 APP Applikation ,H2851US4 Herr UCC Support,2024.04.15	13:09:05,2024.04.15	13:18:45
2000015260,Free clients available on system S25 ,ZSD_SR_S4HANA ,SAP S/4HANA und DT Curriculum ,ZSD_SR_S4HANA_SON ,Sonstiges ,2. Level ,Applikation ,GBI ,3: mittel ,E0003 Kundenaktion ,2024.04.15	14:58:51,H2851NW2 ,2024.04.16	11:15:56,H2851NW2 ,U2AU002 ACC Melbourne Victoria University Business School ,U2AU002SB1 Herr Scott Bingley ,0000000047 APP Applikation ,H2851NW2 Frau Nathalie Wolf,2024.04.15	14:58:51,2024.04.15	14:58:51
2000015261,GB Version 4.2 zum Testen? ,ZSD_SR_GBI ,SAP ERP GBI , , ,2. Level ,Applikation , ,3: mittel ,E0008 Quittiert ,2024.04.15	15:28:38,H2942AR1 ,2024.04.24	09:35:23,H2942AR1 ,H2942 THD Technische Hochschule Deggendorf ,H2942AR1 Herr Andreas Rankl ,0000040551 APP Applikation ,H2851NW2 Frau Nathalie Wolf,2024.04.15	15:28:38,2024.04.18	10:35:37
2000015262,Failure when try to create a new Asset ,ZSD_SR_S4HANA ,SAP S/4HANA und DT Curriculum ,ZSD_SR_S4HANA_FP ,GBI Fallstudienproblem ,2. Level ,Applikation ,GBI ,3: mittel ,E0005 Lösungsvorschlag ,2024.04.15	17:53:51,U2GR001NV1 ,2024.04.18	08:44:20,H2851PL1 ,U2GR001 University of Piraeus ,U2GR001NV1 Herr Nikolaos Vorizanakis ,0000040551 APP Applikation ,H2851PL1 Herr Philipp Landler,2024.04.15	17:53:51,2024.04.18	08:44:20
2000015263,Curriculum 4.2 nicht durchführbar ,ZSD_SR_S4HANA ,SAP S/4 HANA , , ,1. Level , , ,3: mittel ,E0005 Lösungsvorschlag ,2024.04.15	21:00:49,H2503JB1 ,2024.04.22	10:57:21,H2851US4 ,H2503 Rheinische Hochschule Köln ,H2503JB1 Herr Joachim Bloemer ,0000040551 APP Applikation ,H2851US4 Herr UCC Support,2024.04.15	21:00:49,2024.04.18	13:36:50
2000015264,TS410 System ITHB ,ZSD_SR_KTV ,Verwaltung ,ZSD_SR_VD_VTR ,Vertrag ,2. Level ,Vertrag ,TS410 ,3: mittel ,E0009 Weitergeleitet ,2024.04.16	04:05:19,U2AU002SB1 ,2024.04.22	03:13:50,U2AU002SB1 ,U2AU002 ACC Melbourne Victoria University Business School ,U2AU002SB1 Herr Scott Bingley ,0000000044 UCC UCC Supportteam ,H2851KH1 Frau Kerstin Haug,2024.04.16	04:05:19,2024.04.22	03:13:50
2000015265,Case Study Problem ,ZSD_SR_GBI ,SAP ERP GBI ,ZSD_SR_GBI_FP ,Fallstudienproblem ,2. Level ,Applikation ,GBI ,3: mittel ,E0005 Lösungsvorschlag ,2024.04.16	13:39:41,U2PL022ML1 ,2024.04.17	14:39:29,H2851PL1 ,U2PL022 Czestochowa University of Technology (CUT) ,U2PL022ML1 Herr Malgorzat Legowik-Malolepsza ,0000040551 APP Applikation ,H2851PL1 Herr Philipp Landler,2024.04.16	13:39:41,2024.04.17	14:39:29
2000015266,Session User GBI-656 cancelled ,ZSD_SR_S4SCH ,sap4school ,ZSD_SR_S4SCH_SE ,System Erreichbarkeit ,1. Level , , ,3: mittel ,E0005 Lösungsvorschlag ,2024.04.16	13:40:27,H2836MH1 ,2024.04.19	14:12:23,H2851US4 ,H2836 Privatschulen Dr. Kalscheuer gemeinnützige GmbH ,H2836MH1 Herr Michael Huber ,0000000044 UCC UCC Supportteam ,H2851US4 Herr UCC Support,2024.04.16	13:40:27,2024.04.17	14:17:33
2000015267,Schlechte System Performance ,ZSD_SR_GBI ,SAP ERP GBI ,ZSD_SR_GBI_SE ,System Erreichbarkeit ,2. Level ,Basis ,GBI ,1: sehr hoch ,E0003 Kundenaktion ,2024.04.16	16:11:40,H2961EG1 ,2024.04.17	19:25:04,H2851TT7 ,H2961 Hochschule Coburg ,H2961EG1 Herr Eduard Gerhardt ,0000000046 BAS Basis ,H2851TT7 Herr Thomas Teubner,2024.04.16	16:11:40,2024.04.17	19:24:44
2000015268,Screenshot zu dem Problem vorher ,ZSD_SR_S4HANA ,SAP S/4HANA und DT Curriculum , , ,1. Level , , ,3: mittel ,E0002 In Bearbeitung ,2024.04.16	18:47:19,H2503JB1 ,2024.04.22	16:31:35,H2851US4 ,H2503 Rheinische Hochschule Köln ,H2503JB1 Herr Joachim Bloemer ,0000000044 UCC UCC Supportteam ,H2851US4 Herr UCC Support,2024.04.17	14:49:15,2024.04.22	16:31:35
2000015269,Zugangsdaten für S4/HANA Customizing ,ZSD_SR_S4HANA ,SAP S/4 HANA ,ZSD_SR_S4HANA_SON ,Sonstiges ,2. Level ,Applikation ,GBI ,3: mittel ,E0009 Weitergeleitet ,2024.04.17	13:44:26,H2836MH1 ,2024.04.24	19:02:06,H2851PL1 ,H2836 Privatschulen Dr. Kalscheuer gemeinnützige GmbH ,H2836MH1 Herr Michael Huber ,0000040551 APP Applikation ,H2851NW2 Frau Nathalie Wolf,2024.04.17	13:44:26,2024.04.23	13:58:36
2000015270,Langsame Internetverbindung ,ZSD_SR_S4SCH ,SAP4school IUS ,ZSD_SR_S4SCH_SE ,System Erreichbarkeit ,2. Level ,Basis ,SAP4School ,3: mittel ,E0005 Lösungsvorschlag ,2024.04.17	14:25:19,H2574GZ1 ,2024.04.17	19:30:03,H2851TT7 ,H2574 Berufskolleg Wirtschaft und Verwaltung Siegen ,H2574GZ1 Frau Gabriele Zenker ,0000000046 BAS Basis ,H2851TT7 Herr Thomas Teubner,2024.04.17	14:25:19,2024.04.17	19:30:03
2000015271,Very poor system performance ,ZSD_SR_S4HANA ,SAP S/4HANA und DT Curriculum ,ZSD_SR_S4HANA_SE ,System Erreichbarkeit ,2. Level ,Basis ,GBI ,3: mittel ,E0003 Kundenaktion ,2024.04.18	08:58:46,H2851US4 ,2024.04.22	16:16:35,H2851TT7 ,U2ES006 Autonomous University of Barcelona ,U2ES006JC1 Herr Joan Caballero ,0000000046 BAS Basis ,H2851TT7 Herr Thomas Teubner,2024.04.18	08:58:44,2024.04.22	16:16:35
2000015272,Inaktives Objekt nicht löschbar ,ZSD_SR_ES ,SAP ERP Entwicklungssystem ,ZSD_SR_ES_SON ,Sonstiges ,2. Level ,Applikation ,Entwicklungssystem bzw. Mandant ,3: mittel ,E0008 Quittiert ,2024.04.18	15:25:39,H2702AR1 ,2024.04.23	15:59:04,H2702AR1 ,H2702 Hochschule für Technik Stuttgart ,H2702AR1 Herr Alexander Rausch ,0000040551 APP Applikation ,H2851AF4 Frau Ann-Christin Fleischle,2024.04.18	15:25:39,2024.04.18	17:37:49
2000015273,Mandant 349 ist extrem langsam ,ZSD_SR_GBI ,SAP ERP GBI ,ZSD_SR_GBI_SE ,System Erreichbarkeit ,2. Level , , ,3: mittel ,E0003 Kundenaktion ,2024.04.19	09:15:36,H2201NF1 ,2024.04.23	17:45:55,H2851TT7 ,H2201 HAW Hamburg - Hochschule für Angewandte Wissenschaften ,H2201NF1 Frau Nuran Fazlioglu-Adal ,0000000046 BAS Basis ,H2851TT7 Herr Thomas Teubner,2024.04.19	09:15:36,2024.04.23	17:45:55
2000015274,Performance problem S/4HANA ,ZSD_SR_S4HANA ,SAP S/4HANA und DT Curriculum ,ZSD_SR_S4HANA_SE ,System Erreichbarkeit ,2. Level , , ,3: mittel ,E0003 Kundenaktion ,2024.04.19	12:31:47,H2851US4 ,2024.04.22	15:24:06,H2851TT7 ,U2GB039 The University of Huddersfield ,U2GB039TB1 Herr Tyler Benedek ,0000000046 BAS Basis ,H2851TT7 Herr Thomas Teubner,2024.04.19	12:31:47,2024.04.22	15:24:06
2000015275,Performanceprobleme mit Fiori ,ZSD_SR_S4HANA ,SAP S/4HANA und DT Curriculum , , ,2. Level ,Basis ,GBI ,2: hoch ,E0003 Kundenaktion ,2024.04.19	13:54:07,H2851US4 ,2024.04.23	17:44:10,H2851TT7 ,H2601 Frankfurt University of Applied Sciences ,H2601GW1 Frau Gabriela Werb ,0000000044 UCC UCC Supportteam ,H2851TT7 Herr Thomas Teubner,2024.04.19	13:54:06,2024.04.23	17:44:10
2000015276,Verlängerung SAP S-User ,ZSD_SR_AA ,Allgemeine Anfragen ,ZSD_SR_AA_SU ,S-User ,1. Level , , ,3: mittel ,E0005 Lösungsvorschlag ,2024.04.19	15:07:49,H2851US4 ,2024.04.19	16:48:05,H2851US4 ,H2741 Hochschule Heilbronn ,H2741HB2 Herr Helmut Beckmann ,0000000044 UCC UCC Supportteam ,,2024.04.19	15:07:49,2024.04.19	16:48:05
2000015277,Download Schulungsunterlagen Global Bike,ZSD_SR_AA ,Allgemeine Anfragen ,ZSD_SR_AA_SON ,Sonstiges ,1. Level , , ,3: mittel ,E0002 In Bearbeitung ,2024.04.20	11:05:09,H2901AK1 ,2024.04.24	19:00:10,UCCSERVICE ,H2901 Technische Hochschule Nürnberg Georg Simon Ohm ,H2901AK1 Herr Atilla Karabag ,0000000047 APP Applikation ,,2024.04.20	11:05:09,2024.04.22	10:53:22
2000015278,Contract Renewal for ITS ,ZSD_SR_KTV ,Verwaltung ,ZSD_SR_VD_VTR ,Vertrag ,2. Level ,Vertrag , ,3: mittel ,E0005 Lösungsvorschlag ,2024.04.22	03:54:51,U2AU002SB1 ,2024.04.22	16:52:56,H2851US4 ,U2AU002 ACC Melbourne Victoria University Business School ,U2AU002SB1 Herr Scott Bingley ,0000000048 SEK Verwaltung ,H2851CS3 Frau Christine Starflinger,2024.04.22	03:54:51,2024.04.22	16:52:56
2000015279,Antwortzeiten ,ZSD_SR_S4SCH ,sap4school ,ZSD_SR_S4SCH_SE ,System Erreichbarkeit ,2. Level ,Basis ,SAP4School ,1: sehr hoch ,E0003 Kundenaktion ,2024.04.22	08:33:50,H25911SW1 ,2024.04.22	16:35:53,H2851TT7 ,H25911 Berufskolleg Berliner Platz des Hochsauerlandkreises ,H25911SW1 Herr Stefan Wilke ,0000000046 BAS Basis ,H2851TT7 Herr Thomas Teubner,2024.04.22	08:33:50,2024.04.22	16:35:53
2000015280,Erhebliche Performance Probleme ,ZSD_SR_S4HANA ,SAP S/4HANA und DT Curriculum ,ZSD_SR_S4HANA_SON ,Sonstiges ,2. Level ,Basis ,GBI ,3: mittel ,E0003 Kundenaktion ,2024.04.22	12:07:51,H2781JW2 ,2024.04.23	17:42:14,H2851TT7 ,H2781 Hochschule Furtwangen ,H2781JW2 Herr Jürgen Weiner ,0000000046 BAS Basis ,H2851TT7 Herr Thomas Teubner,2024.04.22	12:07:51,2024.04.23	17:42:14
2000015281,Slow response of ERPSim ,ZSD_SR_SIM ,SAP ERPsim ,ZSD_SR_SIM_SE ,System Erreichbarkeit ,2. Level ,Basis ,ERPsim ,3: mittel ,E0003 Kundenaktion ,2024.04.22	15:36:08,H2851US4 ,2024.04.22	16:39:40,H2851SF2 ,U2GB054 Cardiff Business School - Cardiff University ,U2GB054PW1 Herr Paul Wang ,0000000046 BAS Basis ,H2851SF2 Herr Simon Fuchs,2024.04.22	15:36:07,2024.04.22	16:39:40
2000015282,Einspielen Transportauftrag aus S63 ,ZSD_SR_ES ,SAP ERP Entwicklungssystem ,ZSD_SR_ES_SON ,Sonstiges ,2. Level ,Basis ,Entwicklungssystem bzw. Mandant ,3: mittel ,E0008 Quittiert ,2024.04.22	15:41:30,H2941JK1 ,2024.04.24	16:17:24,H2851SF2 ,H2941 EDV-Schulen des Landkreises Deggendorf ,H2941JK1 Herr Josef Kerscher ,0000000046 BAS Basis ,H2851SF2 Herr Simon Fuchs,2024.04.22	15:41:30,2024.04.24	16:16:42
2000015283,doubts about new version 4.2 ,ZSD_SR_ES ,SAP ERP Entwicklungssystem ,ZSD_SR_ES_SE ,System Erreichbarkeit ,2. Level ,Applikation ,GBI ,3: mittel ,E0005 Lösungsvorschlag ,2024.04.22	16:25:32,U2ES001AO1 ,2024.04.24	09:54:21,H2851NW2 ,U2ES001 Public University of Navarra - UPNA ,U2ES001AO1 Frau Andrea Ollo-Lopez ,0000040551 APP Applikation ,H2851NW2 Frau Nathalie Wolf,2024.04.22	16:25:32,2024.04.24	09:54:21
2000015284,Request System Access for UNAI ,ZSD_SR_GBI ,SAP ERP GBI , , ,2. Level ,Basis , ,3: mittel ,E0002 In Bearbeitung ,2024.04.23	08:55:21,U2AU002SB1 ,2024.04.25	05:14:06,U2AU002SB1 ,U2AU002 ACC Melbourne Victoria University Business School ,U2AU002SB1 Herr Scott Bingley ,0000040551 APP Applikation ,H2851NW2 Frau Nathalie Wolf,2024.04.23	08:55:21,2024.04.25	05:14:06
2000015285,System unavailable - exam in progress ,ZSD_SR_GBI ,SAP ERP GBI ,ZSD_SR_GBI_SE ,System Erreichbarkeit ,1. Level , , ,1: sehr hoch ,E0005 Lösungsvorschlag ,2024.04.23	11:56:00,U2PL001MS1 ,2024.04.24	14:36:18,H2851FE1 ,U2PL001 Poznan University of Economics and Business ,U2PL001MS1 Frau Milena Stróżyna ,0000040551 APP Applikation ,H2851FE1 Herr Florian Eckhard,2024.04.23	11:55:59,2024.04.24	14:36:08
2000015286,the web url is not working ,ZSD_SR_HANA ,SAP HANA ,ZSD_SR_HANA_SE ,System Erreichbarkeit ,1. Level , , ,3: mittel ,E0002 In Bearbeitung ,2024.04.23	13:48:01,U2PL018AP1 ,2024.04.25	09:26:16,H2851US4 ,U2PL018 University of Lodz ,U2PL018AP1 Frau Anna Pamula ,0000000044 UCC UCC Supportteam ,H2851US4 Herr UCC Support,2024.04.23	13:48:01,2024.04.25	09:26:16
2000015287,Error - partner 131.159.8.23 not reached,ZSD_SR_GUI ,SAP GUI , , ,1. Level , , ,3: mittel ,E0003 Kundenaktion ,2024.04.23	13:54:56,U2IE020MG2 ,2024.04.23	14:55:39,H2851US4 ,U2IE020 Munster Technological University ,U2IE020MG2 Frau Mary Gough ,0000000044 UCC UCC Supportteam ,H2851US4 Herr UCC Support,2024.04.23	13:54:56,2024.04.23	13:54:56
2000015288,Anmeldung nicht möglich ,ZSD_SR_GBI ,SAP ERP GBI ,ZSD_SR_GBI_SE ,System Erreichbarkeit ,1. Level , , ,3: mittel ,E0003 Kundenaktion ,2024.04.23	13:56:37,U2PL019MS1 ,2024.04.23	14:11:59,H2851US4 ,U2PL019 WSB Merito University in Poznan ,U2PL019MS1 Herr Mariusz Szczubelek ,0000000044 UCC UCC Supportteam ,H2851US4 Herr UCC Support,2024.04.23	13:56:36,2024.04.23	14:11:59
